transaction_id,customer_id,timestamp,amount,percent_balance_transferred,beneficiary_id,beneficiary_bank_type,device_id,location,time_on_page_sec,is_call_active,is_new_beneficiary,is_fraud
a56dbdb2-ca63-4b88-92a1-9e4675c35754,a7e29299-2bf6-4915-8367-ee2c1ddea07d,2025-12-20 15:15:40,144.93,0.29,8b01c9be-7d27-419b-888f-c1e1931a8fd8,NeoBank,b9d5546c-9a15-4b85-be86-f5d0f73eeb07,Haynesburgh,41,False,False,0
d606a6e1-269f-4292-8a8c-67a57123d4f5,cdd0b4d4-5542-47de-b6ad-f48b2314d0c8,2025-12-17 03:50:30,63.59,0.56,4bac8ca0-708f-4a95-818b-38e86b187e2c,Crypto_Exchange,ee6e2e72-53f5-41dc-a3c8-afdb83f82f16,South Brianchester,53,False,False,0
d2242ae5-7035-4ec5-bb10-8cbabfcbaa55,430438b5-32c1-42f1-b661-7a3bf9606ca3,2026-01-03 14:32:56,189.68,0.63,9086af36-fa0a-4de5-96ac-92bbf9f6c49c,Traditional,263553ba-4299-4351-99b3-568d6dcc9c60,New Antonioport,58,False,False,0
569fed82-67d9-4c59-a30a-14a8d2626cfe,bc69c155-1a37-46bd-acd6-f011fd61f13b,2025-12-16 17:16:59,17.27,0.08,52bbbf4b-83fd-4b41-969b-46522000a583,NeoBank,4347dbca-7321-48b2-8840-405affd2f491,Oconnorside,22,True,False,0
e92fdd21-7cd7-4dc2-8e94-b783a6872c8b,05c8234b-1d76-4a66-b5f5-9cb0cf685878,2025-12-31 09:26:32,19.48,0.07,974c7e29-b7bd-4aca-9637-cbd926a47a52,Traditional,bd90b81a-fbe0-46b8-ae0f-65a82a131c1f,Jonesland,23,False,True,0
1f169d17-e633-4c81-94f5-5a5e8ac34aa0,2d174fc9-6f7c-45ea-a72a-6d8eb5122df8,2025-12-13 22:32:13,54.67,0.22,a5234b3c-b5e0-4b0e-ab0d-7e8fdd0cffdf,NeoBank,c64ee6e3-89c5-431a-ab6c-1016cee624d0,Port Erin,32,False,False,0
0a2f6f9b-b14f-4ce1-9278-978b1db805b5,c9e55c47-a237-48c1-a1f6-dfbe114b3c79,2025-12-26 15:04:30,128.02,0.65,e7763526-72cf-4873-a69f-d885e572416e,NeoBank,89207bc4-8439-4ed9-9a64-845ef49816ad,West Heather,53,False,False,0
18a5d9f5-5036-4a69-a66d-b24964f49e7a,a30a6658-b1be-4df2-8ae0-b8a080ff2909,2025-12-10 19:12:15,7.71,0.03,2f5a756e-b5b3-44c4-a110-20ab9c39e4eb,Traditional,f1530f68-9215-483a-9532-caba7af985ff,West Marilynstad,25,False,False,0
0cb6a762-51cb-4c3f-8c1d-d40dda2aee4f,bf519362-41a6-4fed-a7ed-c8d8713f8f8c,2026-01-02 22:09:35,403.93,2.71,fd27f49d-435b-42e4-a03b-80ea166c57ad,NeoBank,4588fc1b-b238-4849-8fe0-69b6eedaa802,East Marissa,52,False,False,0
058e4470-a84b-4e49-b1ad-afadabb1052a,5b249c2a-9e5c-4dcd-961a-080a3fec0a37,2025-12-24 01:32:27,35.45,1.87,19ed9940-a099-4a5d-9fc2-cd2668aa41cb,NeoBank,7e1f48c4-a9d6-490d-b4ad-fa22ad0205f5,East Leslie,25,False,False,0
ae3b0ab2-8df8-456c-b516-545cea468cd2,da7bf28b-9a23-4be3-abf6-dd3256d2bb12,2026-01-02 11:11:41,122.54,0.31,1a102949-331f-47c7-b07d-474c38bb5034,NeoBank,63ef5e69-b61d-46f5-b916-33574b1bdf3b,Lauraville,57,False,False,0
a37ae656-2a03-4bf9-9a4d-4948435bfa43,d2eaef18-4b67-47a1-966e-cfe36d779595,2025-12-28 04:10:21,168.78,0.38,1c6472c8-bafe-40d2-a5b3-cc2e137de405,Traditional,a3607681-2bbb-489d-b4fa-dee106969d48,North James,36,False,False,0
3ba12afe-e7c9-4300-83fb-1ffb3691f178,afe3af13-8917-48e8-b733-60946b2b78b9,2025-12-11 22:35:42,104.16,2.2,fca68d96-c9ec-43eb-92b4-c39b19910748,Traditional,6511e61a-1436-45f5-8c81-926079ec533c,Lake Ryanland,27,False,False,0
a6e38e23-908c-4386-addf-fcddcfa5ee93,6d7df5d0-d3b5-4af7-a7ce-378fe5a4983b,2025-12-18 19:43:26,3.55,0.01,0ed6653b-526f-43f3-be10-0cc5847933e1,Traditional,7a3a6e96-23ff-43d3-bb4f-b88a2f4dd219,Lake Renee,55,False,False,0
7893aa69-6790-4027-9142-a87105b2622f,34981735-4d38-4415-a036-35fca88d4108,2025-12-13 09:07:07,10.27,0.05,2edb7916-22b9-4234-aeda-22598c494fb2,NeoBank,c8a738ab-0df8-4e12-a56b-61e04ba8a4ca,South Robert,55,False,False,0
c2b5f675-f3c7-4a4a-ac59-adbbf298b8b0,eb29d912-9d1b-43df-a46b-6fcee78d147c,2025-12-17 23:53:01,7.84,0.03,d3e9b1f3-3aa9-402b-8819-dcb447c8195c,Traditional,cbd431cc-ea7a-4c21-a1a1-a29c5228ed8d,West Wayneland,58,False,False,0
88f51390-a32e-4cb4-bc9e-a73a2f45a112,2c6a6e9a-3280-47a1-8187-222b257d5e52,2025-12-26 16:28:18,130.68,0.28,d67da117-cc77-4505-8f95-e5dcec9f1803,NeoBank,a0c14035-c5d9-4f51-b387-e1bd2d5972c6,East Andreport,58,False,False,0
523c0ed4-acd3-4c0b-b65d-95c2522c12e1,408669bb-4721-494b-88a4-ae21d9f850e9,2026-01-03 10:38:59,411.73,1.44,959ee77e-2e52-435d-abc4-a31953211cf1,Traditional,9a940c6c-1c8e-406b-bdce-4d4d03a2cee9,Georgestad,40,False,False,0
ff4c2889-d794-40de-871d-a96db543e8c5,2bf95861-4827-4440-b6d9-fe1731094211,2026-01-05 13:55:44,114.02,0.28,99472966-41f7-4e31-93cf-9f20ca22cc24,Crypto_Exchange,eba46463-36c9-4657-ac9a-799e19437791,Johnsonmouth,59,False,False,0
f4e63ead-4200-40a1-81e9-98609bdded0f,6f3acf33-8077-4ac5-a605-de3c15c7bc83,2025-12-26 00:01:14,177.93,2.28,bddc50ba-594f-4bf8-9bb7-ae2d8746d7c6,NeoBank,65339cf0-7ce4-470e-b2b7-3d808f2e08d3,Smithchester,26,False,True,0
85cb135a-ae2f-4cbf-8451-f5dedb71ec89,c7b611cd-1417-482a-a1ad-018a93875413,2025-12-21 17:42:33,68.66,1.38,a291d490-cb20-4261-8180-d738677a740e,Traditional,ee249b72-6aa1-4abd-af2e-92b9d13032db,Port Shannonport,34,False,False,0
0c754a17-0131-4601-9923-fc7a0d6b160f,e4aa786d-9d17-4218-bc3b-0de5981262ac,2025-12-25 20:43:22,30.87,0.08,3fec5325-edc7-4f12-b3a5-1ac6c461994d,Traditional,0db5d441-2837-4418-af27-c1b9e3c6dedb,Reginaborough,51,False,True,0
75035829-488e-4bd8-8729-15c725ee3dfd,bf2b43b4-22e9-4527-b849-1ecc889157fd,2025-12-13 08:58:59,233.88,1.12,949e24ad-02d2-4ee7-a3b1-a52e907001b6,NeoBank,4c4d6e40-24e2-426c-a250-d133f5cb5be4,Austinmouth,25,False,False,0
6d58ea8a-4e5d-42ed-88af-3c2d3ecacda4,dc6dafff-59c2-4153-b06b-0f0c96822e22,2025-12-21 05:56:35,67.34,0.15,6f4c7ffd-0c7e-4c71-8d88-de48ce86055d,NeoBank,d0437e4c-34e5-4699-88eb-e27a23a4e70e,South Ashleyhaven,28,True,False,0
82053ed3-ec9f-4045-812b-dad578936d2d,93b7a886-12f7-4c97-bde3-1a516694c343,2026-01-06 02:30:05,25.07,0.05,c5ec796d-28b8-4fe2-be63-55074a6d2157,Traditional,15ce6a66-4dc8-4a1e-b2f9-e5fa90164161,Wiseside,36,False,False,0
1bbcd2e9-f713-47da-8a57-0b12460a37ad,dd81b7f5-7d59-41c6-a8f1-e091ffb8102d,2026-01-06 10:18:10,1268.58,99.9,b5c571aa-285f-4996-bb7d-91d4f531f226,Crypto_Exchange,a810b3cb-f84b-44e1-94cd-f91b907bd286,Chadton,31,False,True,1
b2846e07-4cbe-4d5d-ac24-bc1b30544160,0de84b63-5856-41fc-9782-5ea3bbff16e9,2025-12-16 09:56:50,34.57,0.1,497adf42-2b2f-4dc6-a1d8-2cb70a8a88d9,Traditional,79ea5621-6614-43a7-b6c9-aeb22ae7dc19,South Kyle,58,False,False,0
e941cff1-046c-425d-b40b-d8b6a521f3ae,72bb912d-7da6-4785-b63b-4dc3a559e463,2025-12-24 21:28:08,5.62,0.01,8ed65860-18da-4b7a-8af3-e1d7632cd092,NeoBank,a9f948b2-4e63-44bb-be49-3f43b118f68d,Katrinaborough,47,True,False,0
e31d2e24-3e37-4c97-9195-86803a22052f,5ba0c3e0-33a0-4aa7-b91e-5fcd85ece729,2025-12-20 23:19:12,633.25,2.35,736fbac9-eece-45eb-94a4-1039c915f031,NeoBank,b02e21aa-352b-4ec8-a90d-21cb7f111a36,New Ryan,34,False,True,0
f4770dfe-08a5-451c-b5c8-7d66b328f054,f3981e9e-7cb8-42a0-94a1-eab0b9c037aa,2025-12-26 21:13:31,28.54,0.17,bae8b3cc-4c7a-43dc-adb7-67a666dcf5de,NeoBank,11defebf-9e98-461d-88fe-bf6d199c8d94,Johnsonmouth,43,True,False,0
1d6a9274-5ff5-4e59-9d21-a9f1e568bdb7,ff5376a4-bb48-4bba-ac73-5be00ceeddc2,2026-01-05 12:03:58,53.53,0.13,cffc9421-31e5-4f23-b08d-20c07afe2729,Traditional,6e935615-38da-4a90-970f-ad328135f15a,Russellmouth,32,False,True,0
9b846e70-b87f-4d14-91c8-c6992843c651,36a2c52b-0047-4139-985d-f528b4258e19,2025-12-08 16:25:20,27.73,0.1,830022d1-35ed-434d-8b4a-c13ab0038c52,Traditional,02106371-0260-4123-b1ef-e72aae13591e,South Rebekahchester,38,False,False,0
0a444a9f-77a1-4b8e-8d9f-552783dd6a1e,6d8ee559-daf9-4e99-bc26-7da64a640fc1,2025-12-31 19:09:15,141.53,0.29,0af689dd-6381-4bd7-a71f-fe38a6fe4211,Traditional,5e10a3a0-addb-4943-b067-ad8279c5f45a,South Leonard,23,False,True,0
d484cc45-4cd7-44db-b5fb-1202f426cced,43ad3d62-b17c-4b21-8dbc-2c1ca4afe7bd,2026-01-05 19:58:48,6.5,0.05,6253ec4f-1522-41b9-b3a2-843c5bb56304,Traditional,f1053252-3990-42c9-8c6a-70f48edec44d,Colleenland,27,False,False,0
3694bac0-6ac1-4433-a0a3-9dfddde957c7,08eca4c8-1a71-464d-824d-9430b72479b7,2025-12-22 03:08:33,64.02,0.29,887ee883-f34a-46e4-85ce-41488094ad76,NeoBank,7f695b97-e581-4601-84cd-c4e87225539d,East Kaitlyn,48,True,True,0
97d4d81b-9232-4c46-8127-884406c56863,319dd940-838c-4137-93aa-e9c8efb278fd,2025-12-15 05:30:15,32.05,0.45,8875b591-e11d-4469-bde8-5aaba8eb963a,NeoBank,52965cf3-8b30-4b4c-aac9-6b60c0ac430a,Leslieberg,45,False,False,0
a0170865-6ef9-4a32-b5b7-8f19efd51617,0acfbd89-da3e-415a-a4f0-708a2d0d5e1d,2026-01-05 10:30:18,3.16,0.01,6ff5e065-d700-43fe-a4ca-768fdaaeff43,Crypto_Exchange,505c1021-157c-4813-a581-620fdc0db266,Analand,42,False,False,0
e46ac676-ddc4-4dd4-aa62-0cd9496ff6e3,797e3984-ded7-43ef-b5e4-a9c12d761ffa,2025-12-26 20:14:35,20.2,0.3,0f92b3fb-081d-45b6-a224-81801d4ac6f9,Traditional,d4b3e8cf-bfbb-4ab3-8237-8962e4fd6c34,Guzmanbury,54,False,False,0
30f50f37-7523-46ff-9700-b820f7526f08,9e3bf1b3-4330-425c-9a9b-0d42154ff37d,2025-12-28 14:47:51,93.27,0.74,d6a5228f-ba15-4066-9088-ee657b3c24e6,Traditional,bcd2e8eb-3f55-40cd-bab7-127e4f32ea54,North Lisatown,45,False,True,0
2994ec2d-d622-4037-9474-13c11f467860,9ed62705-14b9-4b4d-af46-37b3c9a62c37,2025-12-23 15:09:15,26.66,0.07,3e9a521d-b2b8-44de-a8e8-78985f5ab599,Traditional,5d2e7b90-acb6-4e81-a8f6-0796f200a32c,East Donna,26,False,False,0
c2990524-b0a5-4755-a803-f0ba25b900fe,11836c4f-2492-44c7-ad58-db1bfe31537a,2025-12-07 21:42:44,53.89,0.19,a1169da6-76a0-41bb-8e6e-8d63a1aca513,Traditional,368acd40-b8f1-4e3c-99e7-703a70aa5b0d,East Samantha,41,False,False,0
c4c1d181-13e8-422b-846f-0620c580bccf,aab612c9-415d-474a-b5a6-69814104a8b5,2025-12-31 15:09:09,236.59,0.9,5868e32a-44c7-4106-b811-f9e92b105a3d,Traditional,12e89d10-2871-4733-8bed-db12ad77e82f,Normanborough,42,False,True,0
278d47d2-62a6-4f49-9948-1c348e4079cc,5496f63c-dc11-40c1-880a-adfbe7c99b26,2025-12-29 08:06:32,12.6,0.05,637f3654-01c4-4783-8a78-81fe41403fd8,Crypto_Exchange,b92da22b-21df-406f-8a0b-3c3336d8393a,Rodriguezburgh,26,False,False,0
e22bc2f8-50a8-4d59-964d-992141f9bf45,bbcd6c18-a06e-4de5-810e-4265ad3f5dd4,2025-12-13 11:22:33,46.81,0.21,ce8437fc-38cd-4ced-ba7b-c404650c5ea2,Crypto_Exchange,80daa8ca-6230-4d27-9a4b-160621019bff,Port Curtis,26,False,True,0
5b2ea9d6-c7ea-4180-b2e5-205ba87d56c7,bf85bf0e-ad64-456c-a10f-aa3ff0bbac67,2025-12-16 11:25:06,162.18,1.27,10e8a2cb-185b-45f5-8ba4-95b920cd923b,Traditional,4dcabfb7-001a-4a8b-956f-03508c459ce2,Port Kristina,27,False,False,0
6ae33a1a-1a2a-4b2d-8bb6-4f5ab74d79e0,9e374f7a-c42c-4c39-a05b-46c556363094,2025-12-14 10:43:26,5309.63,17.92,0003d09b-548a-483a-b6f5-a8aac355a42b,Crypto_Exchange,9feefdff-c566-4a81-b15e-54f6d4d30795,North Danielle,22,True,True,1
7ec86fd6-b8f5-4bcf-870c-e744bdf7288b,8702f4ad-cca3-44c4-ae49-82cf7c239ebc,2025-12-17 03:07:01,143.47,1.01,b2dde524-0522-4969-8ab1-0635102478ac,NeoBank,d25c7d37-ef16-403b-9875-93c3252352f6,North Ashley,59,False,False,0
970accbb-fc3a-40ac-9c3a-d6fc6080252e,73b9c2ac-0134-476b-8ed9-fa95a26e865b,2026-01-05 17:01:46,379.15,2.43,96865cbe-2781-42d4-9234-fb9da84517ee,Crypto_Exchange,c90394ea-7d54-4c82-a88f-3435c3b534db,East Malik,28,False,False,0
aaec8c0f-6b15-4c9c-a3f6-079c637b5a39,484204d5-2bb9-4661-9884-23547613ef44,2026-01-01 18:07:30,124.48,0.26,1f2a09b9-e5ba-44e7-b56f-c67d105a34a9,NeoBank,b6da99cd-d14b-456c-a7db-09431a59c3eb,Port Don,55,True,False,0
5424b149-f88c-4bbe-964d-d2e59e20d3db,fe7c80e9-a179-4e93-bfc8-25ac869bc00f,2026-01-04 13:10:12,931.72,99.9,4b5dc077-2bae-4d04-a150-814ffb9dd203,Crypto_Exchange,a69dfe1c-4078-49b7-b7e8-76b424433b5e,South Jason,30,False,True,1
d2779fe5-ae37-40ce-843b-18b06d996b2b,1b84edc3-d8e0-49de-8217-ea0e896490ab,2025-12-13 02:31:19,63.31,0.2,5de1a084-a29d-40fc-97e0-f61e160379b4,Traditional,0b95017c-5dae-4201-a73b-a8bdc38c1dec,Costaland,37,False,False,0
8b4fc0e9-eda2-4d63-a072-42e85034f6d1,f99cea5c-b65a-40f1-8350-ab061059ea28,2025-12-21 06:58:35,331.99,0.91,61d643cf-d31f-4ed9-a2eb-49864896ee54,Traditional,dbff00b0-7fe6-40f3-8e31-41ec5c311464,East Jason,36,False,False,0
d9e9960d-5930-4bc8-91b0-2c3144e4a78f,1edf3bfa-d12e-4eb5-97f4-79b5b212a6ee,2025-12-10 19:58:28,198.62,10.45,8fb1c751-fdfc-429c-9414-65a6f9bced31,Traditional,ce532ffd-bb13-4f02-96de-66c96210def6,South Aaronberg,48,True,False,0
558439d6-553b-481b-9dfe-6de6724b3414,5d986115-f05e-4efe-8ece-112856ce4b42,2025-12-07 13:42:34,274.18,0.68,30ab10d9-5223-4ce1-86fd-393508d95922,Traditional,09f64405-0b99-4034-8a4e-255280051b10,Timothyfurt,56,False,False,0
7832b59c-25bc-49ae-a547-a8dcc686e251,d1682e09-f1f7-4904-9307-5157d8c128e7,2025-12-22 12:39:25,240.73,9.11,5e6ba460-4a83-4ab5-97c8-50b09a73cd2f,NeoBank,116658ce-3b3f-4800-a175-a9c3d7b102a9,New Brendaberg,31,False,False,0
1cd6cf0d-e228-48e4-a964-f172a9a9bd76,a7e29299-2bf6-4915-8367-ee2c1ddea07d,2025-12-25 15:00:26,10.45,0.02,6f79029e-dea6-437e-a755-d94289cfc27c,NeoBank,b9d5546c-9a15-4b85-be86-f5d0f73eeb07,Nicholsfurt,57,False,True,0
b92eefe0-40a8-4d6b-be5b-d4afd58757a3,6f3acf33-8077-4ac5-a605-de3c15c7bc83,2025-12-25 15:51:08,104.59,1.34,adb5d5e6-7b88-44ef-967f-309699d75477,Crypto_Exchange,65339cf0-7ce4-470e-b2b7-3d808f2e08d3,Evansbury,29,False,False,0
2d6b89e7-919f-4c71-a229-57327ae84af1,f06b6c12-9c8b-4550-a4e7-0f9a501a0ccf,2025-12-18 22:21:52,152.94,0.38,772d7864-f536-4ad2-96f0-4f7d0c78b206,Traditional,09dbebb5-c973-4495-b440-b852e033500e,West Mark,32,False,True,0
565fa125-eb85-405d-9cfa-2010ff51cc96,188df23b-3ccf-46eb-8c22-72f34811e562,2025-12-29 14:45:03,107.49,0.77,d4eee313-8c48-4218-a892-ab6fedb92750,Crypto_Exchange,00fa0eb4-5c5f-48d4-8df4-07b82751ab86,Bowersville,37,False,False,0
498a255c-5623-4b44-a65b-e099902a542f,23bed01d-43cf-4fde-a493-3b83757750a9,2025-12-12 13:14:45,79.35,0.34,770f5152-a71b-4231-9be3-4f1e21c7deef,Crypto_Exchange,956269f0-e5d7-4875-adad-d6c795a76d79,Jacksonside,55,False,False,0
4817c190-1c21-415b-bb11-4dc5d6bb889f,fe7c80e9-a179-4e93-bfc8-25ac869bc00f,2026-01-06 09:43:38,1310.21,99.9,ca9e90b6-14e1-421c-9450-b8074e0ef21b,Crypto_Exchange,fe0a5454-c6e6-42ba-b0ac-ce13cda3cd5a,Perezburgh,29,False,True,1
d10f5d4a-ba20-4b9d-8fc4-3937f6d77d91,90ce77e9-7513-43b9-87de-96ea2b0fbe44,2025-12-17 14:04:42,38.65,0.1,26cf8ce8-f587-4482-b138-84dc1816f30b,NeoBank,44945e09-1d3c-45a4-929d-63771cfb655f,Port Ryan,36,False,False,0
0b217f94-bc90-4e5e-9059-42c584c6b617,c45c3fbb-52ec-4c27-8ccc-617e81b66951,2025-12-20 06:44:15,26.61,0.19,d9d0b0a2-843e-4442-ac4b-8bb41a2f9c4d,Traditional,f5c9f459-9db1-4d5e-91a4-d796b9720eec,Port Michelle,48,False,False,0
50e08a81-75ea-4023-9a34-65d989cd90e7,3d846fc9-c3f6-4136-846d-5a3b2661c426,2025-12-14 13:36:50,238.49,5.55,d653d4bb-4bfc-40ca-b161-3babd0ef1299,Crypto_Exchange,51d05ef3-a918-43fc-a772-fe9f999bc859,South Erin,53,False,True,0
825d22b4-2966-497e-9b73-a0c036b06ba7,d8e7012f-3968-4c81-bb70-c3b8a81fdec3,2025-12-12 22:58:57,69.87,0.15,af705e12-2429-42a1-ad67-831dd783ac0d,NeoBank,39e58ff0-92f8-47d4-8750-3f1dc33a1f6c,Lake Brianhaven,37,False,True,0
7bdd41b3-7b14-4917-9274-46b602ff9754,8a4b8f7c-2147-4a15-bcce-96f6250a4578,2025-12-24 05:42:00,40.95,0.21,d1263905-de99-4ecd-a0f3-547030104525,NeoBank,5bb5c40c-03cd-42e3-a1bd-db4106998731,Hayesborough,31,False,False,0
8a60b332-99fb-48a9-8d2d-ba723b06dd82,8e40b294-26b9-4955-b336-85dac3803b4a,2025-12-23 14:34:30,12.95,0.06,f0cc4f56-d242-49ea-b959-746505c55810,NeoBank,0df81d2b-260c-437e-b05d-0ef70d9ff83d,Sandraview,55,False,True,0
e2d40e2a-39e7-4878-8b72-83ce38ed4351,b379cb1e-e8cd-40cc-b6da-3ca0d2e82f38,2025-12-15 09:34:39,15.9,0.69,a782e9d2-4c20-4369-984e-af52631a7806,Crypto_Exchange,fef518a6-4dea-4645-8986-bbebf23e323d,Lauraview,35,False,False,0
db3ceb9f-dbd4-46eb-b668-257ded8ce7b7,fdf02450-585b-4b17-ad9b-1eb118ebeed7,2025-12-31 23:34:56,825.97,31.77,8984f430-f558-46ea-9d7e-83336a53990d,Traditional,4fe5c13b-a5e8-4198-bc10-316d3f63a065,South Angela,26,False,False,0
499ac9ab-0fe0-4e39-9d1f-2a117db2ed19,99714b2b-f353-4e8a-b781-d306d5e0a664,2026-01-04 08:52:59,84.78,0.33,7ebf6450-84f7-43f9-898b-98d89f8a5e11,Traditional,603ecfef-2141-4a14-9acc-b00ddb3fb4a2,New Angela,38,False,False,0
ea705729-898a-4024-9503-a2aafdfb1095,9740b212-2d52-45f4-8a0e-c018b29769b2,2025-12-27 06:23:05,6.67,0.02,ddf7e954-ecf8-4922-8f62-4e9b69e2fcb5,Traditional,a3c90c6a-8601-4633-af5a-ad529061498f,Mendozaville,53,False,True,0
6809f986-d86a-48f9-bf06-8051187eb974,0acfbd89-da3e-415a-a4f0-708a2d0d5e1d,2025-12-18 06:28:41,105.1,0.44,2a678ce3-9c0f-47d5-b5a2-39b13df5516b,Traditional,505c1021-157c-4813-a581-620fdc0db266,East Joshua,41,False,False,0
b07ebe41-1e46-40d9-9179-767849618a6f,e4aa786d-9d17-4218-bc3b-0de5981262ac,2025-12-22 15:47:48,160.48,0.39,aa967752-5435-4580-8904-97e75f335f30,Crypto_Exchange,0db5d441-2837-4418-af27-c1b9e3c6dedb,Lewisborough,24,False,False,0
ba735eb2-999f-46eb-bcb7-60a97609c580,668d3c8b-dab5-4d55-9d75-c03c5f4faf10,2025-12-10 14:46:34,18.39,0.06,b54fae0b-534b-4dbb-ba14-330b87424586,NeoBank,d06eccbc-3a83-49b6-af9e-7a0e936db4a7,South Stephaniefort,45,False,False,0
9ea16aad-2253-4983-bbdd-df78744fd24c,42067d80-de4b-4b12-afa2-2f9290c97f00,2025-12-15 15:12:11,154.48,0.69,98277abb-b1cd-4eb7-924a-5915d4f23361,Traditional,bba31668-8334-4524-9f8a-2e3c1e9d095b,Melindaberg,24,False,False,0
746a18dc-9990-4c0d-b618-1e8e18360f46,13eb22c9-bece-421a-94c7-743b2401342a,2026-01-02 02:06:22,58.31,0.49,c991484d-e0eb-43c7-b8a3-f3fa776944b8,NeoBank,d2586d90-16b6-4f61-b68c-62e6e2a45909,New Brandonborough,22,False,True,0
3aff7d97-843b-4043-9c68-2594685936ef,9a72083c-b266-486c-b467-88bdd38e13e4,2026-01-02 09:58:22,172.4,0.52,6e8fc527-94d8-43e3-a1b3-242173b35d4d,Traditional,f7e9101d-3f8b-4433-b60e-695c1759ba96,East Patricia,30,False,True,0
4c386c51-dd15-4fb1-a6d8-a8a964257024,ff5376a4-bb48-4bba-ac73-5be00ceeddc2,2025-12-22 17:21:52,87.67,0.21,31732afa-324a-4214-8db4-94503e68ef71,Traditional,6e935615-38da-4a90-970f-ad328135f15a,Prestonburgh,27,False,False,0
